Expert,Epoch,Accuracy,F1_Score
0,1,0.9916467780429594,0.9874876843064101
1,1,0.9633625493745152,0.956856715970133
2,1,1.0,1.0
3,1,0.9793038006564733,0.9794527558604499
0,5,0.9916467780429594,0.9874876843064101
1,5,0.9659393863739713,0.9606733061897059
2,5,1.0,1.0
3,5,0.9755503852117882,0.9746520910029348
0,10,0.9916467780429594,0.9874876843064101
1,10,0.9706026588677966,0.9635829436955052
2,10,1.0,1.0
3,10,0.9818550884850333,0.9812806304751488
0,15,0.9916467780429594,0.9874876843064101
1,15,0.9556766203311547,0.9495051677181434
2,15,1.0,1.0
3,15,0.9808585342211561,0.9801615358403611
0,20,0.9916467780429594,0.9874876843064101
1,20,0.9699160967606751,0.9627897139879265
2,20,1.0,1.0
3,20,0.9810464092053297,0.980608506716236
0,25,0.9916467780429594,0.9874876843064101
1,25,0.9633803821565183,0.9556614500910058
2,25,1.0,1.0
3,25,0.9798796783253532,0.9788639063507603
0,30,0.9916467780429594,0.9874876843064101
1,30,0.973598566244327,0.9661573547844234
2,30,1.0,1.0
3,30,0.9808190532462211,0.9801323124259171
0,35,0.9916467780429594,0.9874876843064101
1,35,0.9755245067006678,0.9683816984744515
2,35,1.0,1.0
3,35,0.9816005042673488,0.9808351934216702
0,40,0.9916467780429594,0.9874876843064101
1,40,0.9665457009620786,0.9601783708989512
2,40,1.0,1.0
3,40,0.9744176896550316,0.9720875388070095
0,45,0.9916467780429594,0.9874876843064101
1,45,0.96220341854431,0.9546639362089061
2,45,1.0,1.0
3,45,0.9811580450654908,0.9803935237911827
0,50,0.9916467780429594,0.9874876843064101
1,50,0.9572904871024405,0.9498861111368335
2,50,1.0,1.0
3,50,0.9811607678913483,0.9804209815489797
0,55,0.9916467780429594,0.9874876843064101
1,55,0.9753372624896347,0.9679267286401092
2,55,1.0,1.0
3,55,0.9821409852000801,0.9812112694221631
0,60,0.9916467780429594,0.9874876843064101
1,60,0.9682933135983879,0.9604005247712653
2,60,1.0,1.0
3,60,0.9819980368425567,0.9813708125329232
0,65,0.9916467780429594,0.9874876843064101
1,65,0.976746052267884,0.969869041060141
2,65,1.0,1.0
3,65,0.9812220314731441,0.9809580737934533
0,70,0.9916467780429594,0.9874876843064101
1,70,0.9797419596444144,0.972375630440447
2,70,1.0,1.0
3,70,0.9824132677858388,0.9818935938778894
0,75,0.9916467780429594,0.9874876843064101
1,75,0.982666535892932,0.9764081494735429
2,75,1.0,1.0
3,75,0.9850680229969871,0.9841516451705985
0,80,0.9916467780429594,0.9874876843064101
1,80,0.9828448637129635,0.9758108823915541
2,80,1.0,1.0
3,80,0.9850938898426342,0.9844894487273826
0,85,0.9916467780429594,0.9874876843064101
1,85,0.9790910631012991,0.9725150516073735
2,85,1.0,1.0
3,85,0.9863218843044065,0.9856345711082861
0,90,0.9916467780429594,0.9874876843064101
1,90,0.983406596346063,0.9769504773701843
2,90,1.0,1.0
3,90,0.9871455391263269,0.9866963185204619
0,95,0.9916467780429594,0.9874876843064101
1,95,0.9836205897301008,0.9771646262866346
2,95,1.0,1.0
3,95,0.9876914657107733,0.9873211961487031
0,100,0.9916467780429594,0.9874876843064101
1,100,0.9837810847681292,0.9773103545312302
2,100,1.0,1.0
3,100,0.9881461776289905,0.9877440021119516
