class_id,class_name,baseline_precision,baseline_recall,baseline_f1,moe_precision,moe_recall,moe_f1,delta_f1
0,bot,0.9440298507462687,0.7047353760445683,0.8070175438596491,0.6598513011152416,0.9888579387186629,0.7915273132664437,-0.015490230593205423
1,ddos,1.0,0.9994514536478333,0.9997256515775035,0.9959386105361815,0.9992555442363451,0.9975943202487825,-0.002131331328721009
2,dos-goldeneye,0.9924731182795699,0.9967602591792657,0.9946120689655172,0.9690613529103304,0.9978401727861771,0.9832402234636871,-0.011371845501830125
3,dos-hulk,0.9987317832906886,0.9948361073557767,0.9967801390091711,0.9957460950481888,0.9960550519713659,0.9959005495479525,-0.0008795894612185773
4,dos-slowhttptest,0.9832635983263598,0.9907251264755481,0.9869802603947921,0.9545823195458232,0.9924114671163575,0.9731293923108723,-0.013850868083919887
5,dos-slowloris,0.9931972789115646,0.9898305084745763,0.9915110356536503,0.9077720207253887,0.9898305084745763,0.947027027027027,-0.04448400862662327
6,ftp-patator,1.0,0.9993880048959608,0.9996939087848179,0.999388379204893,1.0,0.9996940960538391,1.8726902117904842e-07
7,heartbleed,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,infiltration,1.0,1.0,1.0,0.5454545454545454,1.0,0.7058823529411765,-0.2941176470588235
9,normal,0.9990691653133762,0.9997821725422757,0.9994255417599625,0.9983240655591176,0.9987790197764402,0.9985514908468835,-0.0008740509130789054
10,portscan,0.9998735137869972,0.999652239891246,0.9997628645956841,0.9999365623116694,0.9966488571338245,0.9982900028499953,-0.001472861745688836
11,ssh-patator,0.9991063449508489,0.9991063449508489,0.9991063449508489,0.9946571682991986,0.998212689901698,0.9964317573595004,-0.0026745875913485317
12,web-attack-�-brute-force,0.6658878504672897,0.8482142857142857,0.7460732984293194,0.0,0.0,0.0,-0.7460732984293194
13,web-attack-�-sql-injection,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,web-attack-�-xss,0.4566929133858268,0.3020833333333333,0.36363636363636365,0.0,0.0,0.0,-0.36363636363636365
