cluster,rows,weighted_mass,mean_residual,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
0,80406,0.16166041139612394,5.695343328210456,18,20338,39579,0,20469,2,0
1,375640,0.4805850326623463,3.6241243988336116,216402,14,17610,131674,9653,180,107
2,1028694,0.22302549477367684,0.61414792962416,1014274,0,0,0,0,14420,0
3,515260,0.134729061167853,0.7406952194971262,510711,299,0,0,0,4105,145
