class,prior_train_context,prior_eval_true,tabpfn_v3_p_test_avg,tabpfn_v3_distpfn_factor,tabpfn_v3_distpfn_t_prior,tabpfn_v3_distpfn_t_factor
benign,0.75,0.8707001591304646,0.8304445790589408,1.1072594239817952,0.323982200455815,0.4319762615147365
bot,0.04848,0.010325832178755065,0.01037434817549841,0.21399228621236688,0.11000139109063475,2.2690051237744124
brute_force,0.04848,0.028594765149583135,0.022344936128989717,0.46091030362802554,0.11174960029209761,2.305065537158462
ddos,0.04848,0.06583755767298664,0.06288386100847479,1.2971090766787132,0.11787897728510047,2.431496554664499
dos,0.04848,0.015061467311142563,0.01815927108098532,0.3745723460243783,0.11113518058967133,2.292391866042753
infiltration,0.04847,0.009353699646592167,0.05196139367193159,1.0720318331259182,0.11619518664200888,2.3972593907450994
web_attacks,0.00761,0.0001265189104758155,0.003831616018120149,0.5034968440409604,0.109057463644672,14.330791108641384
