mode,level,true_class,support,expert,owner,pred_x,conf_x,pred_xa,conf_xa,flip_rate
gaussian,0.01,bot,5,Benign,False,benign,0.9559530019760132,benign,0.9881447553634644,0.0
gaussian,0.01,bot,5,DoS,False,dos-slowloris,0.9711230397224426,dos-slowloris,0.741552472114563,0.5999999999999999
gaussian,0.01,bot,5,DDoS_Scan,False,ddos,0.9989496469497681,ddos,0.9829269647598267,0.5
gaussian,0.01,bot,5,BruteForce,False,ssh-patator,0.9982110857963562,ssh-patator,0.9987673759460449,0.0
gaussian,0.01,bot,5,WebBot,True,bot,0.9987584352493286,bot,0.8806048631668091,0.04
gaussian,0.01,bot,5,Tail,False,infiltration,0.9367480278015137,infiltration,0.6802877187728882,0.5
gaussian,0.05,benign,4032,Benign,True,benign,0.9987408518791199,benign,0.9914504885673523,0.0
gaussian,0.05,benign,4032,DoS,False,dos-slowloris,0.8154396414756775,dos-goldeneye,0.7264257073402405,0.655530753968254
gaussian,0.05,benign,4032,DDoS_Scan,False,portscan,0.9930504560470581,portscan,0.9824674725532532,0.47986111111111107
gaussian,0.05,benign,4032,BruteForce,False,ssh-patator,0.9971503019332886,ssh-patator,0.9980796575546265,0.3453125
gaussian,0.05,benign,4032,WebBot,False,bot,0.8163335919380188,bot,0.7943812608718872,0.48303571428571423
gaussian,0.05,benign,4032,Tail,False,web-attack-�-sql-injection,0.7284983992576599,web-attack-�-sql-injection,0.7016769051551819,0.4469742063492063
gaussian,0.05,dos-hulk,380,Benign,False,benign,0.999214231967926,benign,0.9472059011459351,0.0
gaussian,0.05,dos-hulk,380,DoS,True,dos-hulk,0.9999107718467712,dos-hulk,0.7468549013137817,0.4052631578947368
gaussian,0.05,dos-hulk,380,DDoS_Scan,False,portscan,0.9936627149581909,portscan,0.9803058505058289,0.4589473684210527
gaussian,0.05,dos-hulk,380,BruteForce,False,ssh-patator,0.9971983432769775,ssh-patator,0.9980297088623047,0.47184210526315795
gaussian,0.05,dos-hulk,380,WebBot,False,web-attack-�-brute-force,0.6863042116165161,bot,0.7041166424751282,0.6571052631578949
gaussian,0.05,dos-hulk,380,Tail,False,web-attack-�-sql-injection,0.8001109957695007,web-attack-�-sql-injection,0.7146915793418884,0.41236842105263155
gaussian,0.05,portscan,290,Benign,False,benign,0.9982419013977051,benign,0.972248375415802,0.0
gaussian,0.05,portscan,290,DoS,False,dos-slowloris,0.9486332535743713,dos-slowloris,0.7390739917755127,0.5879310344827587
gaussian,0.05,portscan,290,DDoS_Scan,True,portscan,0.9999917149543762,portscan,0.9438023567199707,0.34172413793103446
gaussian,0.05,portscan,290,BruteForce,False,ssh-patator,0.9984034895896912,ssh-patator,0.9983072280883789,0.06517241379310346
gaussian,0.05,portscan,290,WebBot,False,bot,0.913439929485321,bot,0.8577349781990051,0.18827586206896552
gaussian,0.05,portscan,290,Tail,False,web-attack-�-sql-injection,0.6893609166145325,web-attack-�-sql-injection,0.683131217956543,0.4658620689655172
gaussian,0.05,ftp-patator,18,Benign,False,benign,0.9982870817184448,benign,0.9461370706558228,0.0
gaussian,0.05,ftp-patator,18,DoS,False,dos-slowloris,0.8447329998016357,dos-goldeneye,0.7324326634407043,0.6388888888888888
gaussian,0.05,ftp-patator,18,DDoS_Scan,False,portscan,0.9928557872772217,portscan,0.9718314409255981,0.4222222222222222
gaussian,0.05,ftp-patator,18,BruteForce,True,ftp-patator,0.9997393488883972,ftp-patator,0.9981920123100281,0.47777777777777775
gaussian,0.05,ftp-patator,18,WebBot,False,web-attack-�-brute-force,0.9277614951133728,web-attack-�-brute-force,0.7738964557647705,0.5
gaussian,0.05,ftp-patator,18,Tail,False,web-attack-�-sql-injection,0.9543609619140625,web-attack-�-sql-injection,0.7277186512947083,0.17777777777777776
gaussian,0.05,bot,5,Benign,False,benign,0.9559530019760132,benign,0.9932252168655396,0.0
gaussian,0.05,bot,5,DoS,False,dos-slowloris,0.9711230397224426,dos-goldeneye,0.7096580266952515,0.5800000000000001
gaussian,0.05,bot,5,DDoS_Scan,False,ddos,0.9989496469497681,ddos,0.9905894994735718,0.5
gaussian,0.05,bot,5,BruteForce,False,ssh-patator,0.9982110857963562,ssh-patator,0.9987269639968872,0.0
gaussian,0.05,bot,5,WebBot,True,bot,0.9987584352493286,bot,0.8830916285514832,0.02
gaussian,0.05,bot,5,Tail,False,infiltration,0.9367480278015137,infiltration,0.6723982095718384,0.5
gaussian,0.1,benign,4032,Benign,True,benign,0.9987408518791199,benign,0.9904108047485352,0.0
gaussian,0.1,benign,4032,DoS,False,dos-slowloris,0.8154396414756775,dos-goldeneye,0.722073495388031,0.690376984126984
gaussian,0.1,benign,4032,DDoS_Scan,False,portscan,0.9930504560470581,portscan,0.9803065061569214,0.48658234126984123
gaussian,0.1,benign,4032,BruteForce,False,ssh-patator,0.9971503019332886,ssh-patator,0.9980921745300293,0.3711309523809524
gaussian,0.1,benign,4032,WebBot,False,bot,0.8163335919380188,bot,0.8079145550727844,0.4872767857142858
gaussian,0.1,benign,4032,Tail,False,web-attack-�-sql-injection,0.7284983992576599,infiltration,0.6977459192276001,0.469890873015873
gaussian,0.1,dos-hulk,380,Benign,False,benign,0.999214231967926,benign,0.9484298825263977,0.0
gaussian,0.1,dos-hulk,380,DoS,True,dos-hulk,0.9999107718467712,dos-hulk,0.7334081530570984,0.5055263157894736
gaussian,0.1,dos-hulk,380,DDoS_Scan,False,portscan,0.9936627149581909,portscan,0.9816514849662781,0.46763157894736834
gaussian,0.1,dos-hulk,380,BruteForce,False,ssh-patator,0.9971983432769775,ssh-patator,0.9980225563049316,0.48473684210526313
gaussian,0.1,dos-hulk,380,WebBot,False,web-attack-�-brute-force,0.6863042116165161,bot,0.7372553944587708,0.6668421052631579
gaussian,0.1,dos-hulk,380,Tail,False,web-attack-�-sql-injection,0.8001109957695007,infiltration,0.7108961939811707,0.44342105263157894
gaussian,0.1,portscan,290,Benign,False,benign,0.9982419013977051,benign,0.9777535200119019,0.0
gaussian,0.1,portscan,290,DoS,False,dos-slowloris,0.9486332535743713,dos-goldeneye,0.7365100383758545,0.6537931034482759
gaussian,0.1,portscan,290,DDoS_Scan,True,portscan,0.9999917149543762,portscan,0.9452875256538391,0.36206896551724144
gaussian,0.1,portscan,290,BruteForce,False,ssh-patator,0.9984034895896912,ssh-patator,0.9983972311019897,0.11379310344827587
gaussian,0.1,portscan,290,WebBot,False,bot,0.913439929485321,bot,0.8579344749450684,0.20172413793103447
gaussian,0.1,portscan,290,Tail,False,web-attack-�-sql-injection,0.6893609166145325,web-attack-�-sql-injection,0.6779335737228394,0.4675862068965517
gaussian,0.1,ftp-patator,18,Benign,False,benign,0.9982870817184448,benign,0.9537221193313599,0.0
gaussian,0.1,ftp-patator,18,DoS,False,dos-slowloris,0.8447329998016357,dos-goldeneye,0.7347992658615112,0.638888888888889
gaussian,0.1,ftp-patator,18,DDoS_Scan,False,portscan,0.9928557872772217,portscan,0.9627078771591187,0.41111111111111115
gaussian,0.1,ftp-patator,18,BruteForce,True,ftp-patator,0.9997393488883972,ftp-patator,0.9981692433357239,0.47777777777777775
gaussian,0.1,ftp-patator,18,WebBot,False,web-attack-�-brute-force,0.9277614951133728,web-attack-�-brute-force,0.7784961462020874,0.5777777777777777
gaussian,0.1,ftp-patator,18,Tail,False,web-attack-�-sql-injection,0.9543609619140625,web-attack-�-sql-injection,0.7208130359649658,0.25555555555555554
gaussian,0.1,bot,5,Benign,False,benign,0.9559530019760132,benign,0.9966392517089844,0.0
gaussian,0.1,bot,5,DoS,False,dos-slowloris,0.9711230397224426,dos-goldeneye,0.7207270860671997,0.6599999999999999
gaussian,0.1,bot,5,DDoS_Scan,False,ddos,0.9989496469497681,ddos,0.9889918565750122,0.5
gaussian,0.1,bot,5,BruteForce,False,ssh-patator,0.9982110857963562,ssh-patator,0.998849093914032,0.0
gaussian,0.1,bot,5,WebBot,True,bot,0.9987584352493286,bot,0.8712588548660278,0.04
gaussian,0.1,bot,5,Tail,False,infiltration,0.9367480278015137,infiltration,0.6816112995147705,0.4600000000000001
gaussian,0.2,benign,4032,Benign,True,benign,0.9987408518791199,benign,0.9891724586486816,0.0
gaussian,0.2,benign,4032,DoS,False,dos-slowloris,0.8154396414756775,dos-goldeneye,0.7192098498344421,0.7158978174603174
gaussian,0.2,benign,4032,DDoS_Scan,False,portscan,0.9930504560470581,portscan,0.974692165851593,0.489186507936508
gaussian,0.2,benign,4032,BruteForce,False,ssh-patator,0.9971503019332886,ssh-patator,0.9980965852737427,0.38777281746031744
gaussian,0.2,benign,4032,WebBot,False,bot,0.8163335919380188,bot,0.8185462951660156,0.4903025793650794
gaussian,0.2,benign,4032,Tail,False,web-attack-�-sql-injection,0.7284983992576599,infiltration,0.6960436701774597,0.49352678571428565
gaussian,0.2,dos-hulk,380,Benign,False,benign,0.999214231967926,benign,0.9438705444335938,0.0
gaussian,0.2,dos-hulk,380,DoS,True,dos-hulk,0.9999107718467712,dos-hulk,0.7257421612739563,0.5963157894736844
gaussian,0.2,dos-hulk,380,DDoS_Scan,False,portscan,0.9936627149581909,portscan,0.9812964200973511,0.473421052631579
gaussian,0.2,dos-hulk,380,BruteForce,False,ssh-patator,0.9971983432769775,ssh-patator,0.9979966878890991,0.491578947368421
gaussian,0.2,dos-hulk,380,WebBot,False,web-attack-�-brute-force,0.6863042116165161,bot,0.7689286470413208,0.6586842105263158
gaussian,0.2,dos-hulk,380,Tail,False,web-attack-�-sql-injection,0.8001109957695007,infiltration,0.7078457474708557,0.4694736842105264
gaussian,0.2,portscan,290,Benign,False,benign,0.9982419013977051,benign,0.9790149927139282,0.0
gaussian,0.2,portscan,290,DoS,False,dos-slowloris,0.9486332535743713,dos-goldeneye,0.7363844513893127,0.6958620689655173
gaussian,0.2,portscan,290,DDoS_Scan,True,portscan,0.9999917149543762,portscan,0.9474886655807495,0.37482758620689655
gaussian,0.2,portscan,290,BruteForce,False,ssh-patator,0.9984034895896912,ssh-patator,0.9983745813369751,0.18310344827586206
gaussian,0.2,portscan,290,WebBot,False,bot,0.913439929485321,bot,0.852955162525177,0.22344827586206897
gaussian,0.2,portscan,290,Tail,False,web-attack-�-sql-injection,0.6893609166145325,web-attack-�-sql-injection,0.6791439056396484,0.47689655172413803
gaussian,0.2,ftp-patator,18,Benign,False,benign,0.9982870817184448,benign,0.9563542604446411,0.0
gaussian,0.2,ftp-patator,18,DoS,False,dos-slowloris,0.8447329998016357,dos-goldeneye,0.7350044250488281,0.638888888888889
gaussian,0.2,ftp-patator,18,DDoS_Scan,False,portscan,0.9928557872772217,portscan,0.9586548805236816,0.3944444444444445
gaussian,0.2,ftp-patator,18,BruteForce,True,ftp-patator,0.9997393488883972,ftp-patator,0.9981530904769897,0.47777777777777775
gaussian,0.2,ftp-patator,18,WebBot,False,web-attack-�-brute-force,0.9277614951133728,bot,0.7904736995697021,0.6888888888888889
gaussian,0.2,ftp-patator,18,Tail,False,web-attack-�-sql-injection,0.9543609619140625,web-attack-�-sql-injection,0.7203378677368164,0.32222222222222224
gaussian,0.2,bot,5,Benign,False,benign,0.9559530019760132,benign,0.9930433034896851,0.0
gaussian,0.2,bot,5,DoS,False,dos-slowloris,0.9711230397224426,dos-goldeneye,0.7449802160263062,0.72
gaussian,0.2,bot,5,DDoS_Scan,False,ddos,0.9989496469497681,ddos,0.985538125038147,0.5
gaussian,0.2,bot,5,BruteForce,False,ssh-patator,0.9982110857963562,ssh-patator,0.9987136125564575,0.08
gaussian,0.2,bot,5,WebBot,True,bot,0.9987584352493286,bot,0.8528159260749817,0.06000000000000001
gaussian,0.2,bot,5,Tail,False,infiltration,0.9367480278015137,web-attack-�-sql-injection,0.664042592048645,0.52
gaussian,0.5,benign,4032,Benign,True,benign,0.9987408518791199,benign,0.9875898361206055,0.0
gaussian,0.5,benign,4032,DoS,False,dos-slowloris,0.8154396414756775,dos-goldeneye,0.7175319790840149,0.7480902777777778
gaussian,0.5,benign,4032,DDoS_Scan,False,portscan,0.9930504560470581,portscan,0.9648720026016235,0.490625
gaussian,0.5,benign,4032,BruteForce,False,ssh-patator,0.9971503019332886,ssh-patator,0.9980975389480591,0.40047123015873015
gaussian,0.5,benign,4032,WebBot,False,bot,0.8163335919380188,bot,0.8281980752944946,0.4949156746031746
gaussian,0.5,benign,4032,Tail,False,web-attack-�-sql-injection,0.7284983992576599,infiltration,0.6933998465538025,0.5228174603174603
gaussian,0.5,dos-hulk,380,Benign,False,benign,0.999214231967926,benign,0.9383863210678101,0.0
gaussian,0.5,dos-hulk,380,DoS,True,dos-hulk,0.9999107718467712,dos-goldeneye,0.7232518792152405,0.6828947368421053
gaussian,0.5,dos-hulk,380,DDoS_Scan,False,portscan,0.9936627149581909,portscan,0.9799437522888184,0.47894736842105257
gaussian,0.5,dos-hulk,380,BruteForce,False,ssh-patator,0.9971983432769775,ssh-patator,0.9979739189147949,0.4939473684210526
gaussian,0.5,dos-hulk,380,WebBot,False,web-attack-�-brute-force,0.6863042116165161,bot,0.7891969680786133,0.6639473684210527
gaussian,0.5,dos-hulk,380,Tail,False,web-attack-�-sql-injection,0.8001109957695007,infiltration,0.7031563520431519,0.5107894736842106
gaussian,0.5,portscan,290,Benign,False,benign,0.9982419013977051,benign,0.9791633486747742,0.0
gaussian,0.5,portscan,290,DoS,False,dos-slowloris,0.9486332535743713,dos-goldeneye,0.7346057295799255,0.7251724137931035
gaussian,0.5,portscan,290,DDoS_Scan,True,portscan,0.9999917149543762,portscan,0.9471497535705566,0.383448275862069
gaussian,0.5,portscan,290,BruteForce,False,ssh-patator,0.9984034895896912,ssh-patator,0.9982587695121765,0.29206896551724143
gaussian,0.5,portscan,290,WebBot,False,bot,0.913439929485321,bot,0.8508868217468262,0.2589655172413793
gaussian,0.5,portscan,290,Tail,False,web-attack-�-sql-injection,0.6893609166145325,infiltration,0.6863565444946289,0.5024137931034482
gaussian,0.5,ftp-patator,18,Benign,False,benign,0.9982870817184448,benign,0.9623837471008301,0.0
gaussian,0.5,ftp-patator,18,DoS,False,dos-slowloris,0.8447329998016357,dos-goldeneye,0.7229477763175964,0.6388888888888887
gaussian,0.5,ftp-patator,18,DDoS_Scan,False,portscan,0.9928557872772217,portscan,0.9524739384651184,0.37777777777777777
gaussian,0.5,ftp-patator,18,BruteForce,True,ftp-patator,0.9997393488883972,ftp-patator,0.9980754852294922,0.47777777777777775
gaussian,0.5,ftp-patator,18,WebBot,False,web-attack-�-brute-force,0.9277614951133728,bot,0.7994508743286133,0.7611111111111111
gaussian,0.5,ftp-patator,18,Tail,False,web-attack-�-sql-injection,0.9543609619140625,web-attack-�-sql-injection,0.712815523147583,0.4166666666666667
gaussian,0.5,bot,5,Benign,False,benign,0.9559530019760132,benign,0.9867758750915527,0.0
gaussian,0.5,bot,5,DoS,False,dos-slowloris,0.9711230397224426,dos-goldeneye,0.7308667898178101,0.82
gaussian,0.5,bot,5,DDoS_Scan,False,ddos,0.9989496469497681,ddos,0.9651609659194946,0.5
gaussian,0.5,bot,5,BruteForce,False,ssh-patator,0.9982110857963562,ssh-patator,0.9984804391860962,0.16
gaussian,0.5,bot,5,WebBot,True,bot,0.9987584352493286,bot,0.8477771878242493,0.06000000000000001
gaussian,0.5,bot,5,Tail,False,infiltration,0.9367480278015137,infiltration,0.670930027961731,0.44000000000000006
gaussian,1.0,benign,4032,Benign,True,benign,0.9987408518791199,benign,0.9833168983459473,0.0
gaussian,1.0,benign,4032,DoS,False,dos-slowloris,0.8154396414756775,dos-goldeneye,0.720559298992157,0.7708333333333333
gaussian,1.0,benign,4032,DDoS_Scan,False,portscan,0.9930504560470581,portscan,0.9583913683891296,0.49089781746031746
gaussian,1.0,benign,4032,BruteForce,False,ssh-patator,0.9971503019332886,ssh-patator,0.9980992078781128,0.4077132936507937
gaussian,1.0,benign,4032,WebBot,False,bot,0.8163335919380188,bot,0.8330637216567993,0.5008432539682539
gaussian,1.0,benign,4032,Tail,False,web-attack-�-sql-injection,0.7284983992576599,infiltration,0.6893762350082397,0.5572668650793651
gaussian,1.0,dos-hulk,380,Benign,False,benign,0.999214231967926,benign,0.9389031529426575,0.0
gaussian,1.0,dos-hulk,380,DoS,True,dos-hulk,0.9999107718467712,dos-goldeneye,0.7275475263595581,0.7252631578947368
gaussian,1.0,dos-hulk,380,DDoS_Scan,False,portscan,0.9936627149581909,portscan,0.9783306121826172,0.4807894736842105
gaussian,1.0,dos-hulk,380,BruteForce,False,ssh-patator,0.9971983432769775,ssh-patator,0.9979460835456848,0.4955263157894737
gaussian,1.0,dos-hulk,380,WebBot,False,web-attack-�-brute-force,0.6863042116165161,bot,0.8019603490829468,0.6597368421052632
gaussian,1.0,dos-hulk,380,Tail,False,web-attack-�-sql-injection,0.8001109957695007,infiltration,0.6904986500740051,0.5455263157894737
gaussian,1.0,portscan,290,Benign,False,benign,0.9982419013977051,benign,0.9779022932052612,0.0
gaussian,1.0,portscan,290,DoS,False,dos-slowloris,0.9486332535743713,dos-goldeneye,0.7310341000556946,0.7817241379310345
gaussian,1.0,portscan,290,DDoS_Scan,True,portscan,0.9999917149543762,portscan,0.9472066760063171,0.38896551724137934
gaussian,1.0,portscan,290,BruteForce,False,ssh-patator,0.9984034895896912,ssh-patator,0.9981588125228882,0.3496551724137931
gaussian,1.0,portscan,290,WebBot,False,bot,0.913439929485321,bot,0.8480268716812134,0.293448275862069
gaussian,1.0,portscan,290,Tail,False,web-attack-�-sql-injection,0.6893609166145325,infiltration,0.6853412389755249,0.5358620689655172
gaussian,1.0,ftp-patator,18,Benign,False,benign,0.9982870817184448,benign,0.9653382301330566,0.0
gaussian,1.0,ftp-patator,18,DoS,False,dos-slowloris,0.8447329998016357,dos-goldeneye,0.7389485239982605,0.6777777777777778
gaussian,1.0,ftp-patator,18,DDoS_Scan,False,portscan,0.9928557872772217,portscan,0.9504584074020386,0.37222222222222223
gaussian,1.0,ftp-patator,18,BruteForce,True,ftp-patator,0.9997393488883972,ftp-patator,0.9980890154838562,0.47777777777777775
gaussian,1.0,ftp-patator,18,WebBot,False,web-attack-�-brute-force,0.9277614951133728,bot,0.8052390813827515,0.7888888888888889
gaussian,1.0,ftp-patator,18,Tail,False,web-attack-�-sql-injection,0.9543609619140625,web-attack-�-sql-injection,0.6802765130996704,0.4833333333333334
gaussian,1.0,bot,5,Benign,False,benign,0.9559530019760132,benign,0.9830796122550964,0.0
gaussian,1.0,bot,5,DoS,False,dos-slowloris,0.9711230397224426,dos-goldeneye,0.7564690709114075,0.86
gaussian,1.0,bot,5,DDoS_Scan,False,ddos,0.9989496469497681,portscan,0.9379032850265503,0.5799999999999998
gaussian,1.0,bot,5,BruteForce,False,ssh-patator,0.9982110857963562,ssh-patator,0.9981242418289185,0.24000000000000005
gaussian,1.0,bot,5,WebBot,True,bot,0.9987584352493286,bot,0.8423383831977844,0.14
gaussian,1.0,bot,5,Tail,False,infiltration,0.9367480278015137,infiltration,0.6764141917228699,0.4800000000000001
gaussian,2.0,benign,4032,Benign,True,benign,0.9987408518791199,benign,0.9765327572822571,0.0
gaussian,2.0,benign,4032,DoS,False,dos-slowloris,0.8154396414756775,dos-goldeneye,0.7194006443023682,0.7841765873015872
gaussian,2.0,benign,4032,DDoS_Scan,False,portscan,0.9930504560470581,portscan,0.9539221525192261,0.4914930555555556
gaussian,2.0,benign,4032,BruteForce,False,ssh-patator,0.9971503019332886,ssh-patator,0.9980804324150085,0.4262896825396825
gaussian,2.0,benign,4032,WebBot,False,bot,0.8163335919380188,bot,0.8346672058105469,0.5117063492063493
gaussian,2.0,benign,4032,Tail,False,web-attack-�-sql-injection,0.7284983992576599,infiltration,0.6827924251556396,0.5767361111111111
gaussian,2.0,dos-hulk,380,Benign,False,benign,0.999214231967926,benign,0.9469720721244812,0.0
gaussian,2.0,dos-hulk,380,DoS,True,dos-hulk,0.9999107718467712,dos-goldeneye,0.7291708588600159,0.7439473684210526
gaussian,2.0,dos-hulk,380,DDoS_Scan,False,portscan,0.9936627149581909,portscan,0.9725710153579712,0.483421052631579
gaussian,2.0,dos-hulk,380,BruteForce,False,ssh-patator,0.9971983432769775,ssh-patator,0.9979446530342102,0.49605263157894736
gaussian,2.0,dos-hulk,380,WebBot,False,web-attack-�-brute-force,0.6863042116165161,bot,0.8128702044487,0.651578947368421
gaussian,2.0,dos-hulk,380,Tail,False,web-attack-�-sql-injection,0.8001109957695007,infiltration,0.6820381879806519,0.5702631578947368
gaussian,2.0,portscan,290,Benign,False,benign,0.9982419013977051,benign,0.9749020338058472,0.0
gaussian,2.0,portscan,290,DoS,False,dos-slowloris,0.9486332535743713,dos-goldeneye,0.7253577709197998,0.8196551724137932
gaussian,2.0,portscan,290,DDoS_Scan,True,portscan,0.9999917149543762,portscan,0.9482345581054688,0.39310344827586213
gaussian,2.0,portscan,290,BruteForce,False,ssh-patator,0.9984034895896912,ssh-patator,0.9981026649475098,0.3993103448275862
gaussian,2.0,portscan,290,WebBot,False,bot,0.913439929485321,bot,0.8446795344352722,0.3165517241379311
gaussian,2.0,portscan,290,Tail,False,web-attack-�-sql-injection,0.6893609166145325,infiltration,0.6768730878829956,0.5541379310344828
gaussian,2.0,ftp-patator,18,Benign,False,benign,0.9982870817184448,benign,0.9700458645820618,0.0
gaussian,2.0,ftp-patator,18,DoS,False,dos-slowloris,0.8447329998016357,dos-goldeneye,0.7364066243171692,0.7111111111111111
gaussian,2.0,ftp-patator,18,DDoS_Scan,False,portscan,0.9928557872772217,portscan,0.9500060081481934,0.37222222222222223
gaussian,2.0,ftp-patator,18,BruteForce,True,ftp-patator,0.9997393488883972,ftp-patator,0.9981032609939575,0.47777777777777775
gaussian,2.0,ftp-patator,18,WebBot,False,web-attack-�-brute-force,0.9277614951133728,bot,0.8135564923286438,0.8166666666666668
gaussian,2.0,ftp-patator,18,Tail,False,web-attack-�-sql-injection,0.9543609619140625,web-attack-�-sql-injection,0.6741904020309448,0.538888888888889
gaussian,2.0,bot,5,Benign,False,benign,0.9559530019760132,benign,0.9791043400764465,0.0
gaussian,2.0,bot,5,DoS,False,dos-slowloris,0.9711230397224426,dos-goldeneye,0.7441872358322144,0.8399999999999999
gaussian,2.0,bot,5,DDoS_Scan,False,ddos,0.9989496469497681,portscan,0.9326139688491821,0.5999999999999999
gaussian,2.0,bot,5,BruteForce,False,ssh-patator,0.9982110857963562,ssh-patator,0.9978896379470825,0.33999999999999997
gaussian,2.0,bot,5,WebBot,True,bot,0.9987584352493286,bot,0.8338786959648132,0.22000000000000003
gaussian,2.0,bot,5,Tail,False,infiltration,0.9367480278015137,infiltration,0.6874732971191406,0.5
mask,0.05,benign,4032,Benign,True,benign,0.9987408518791199,benign,0.9985443949699402,0.0
mask,0.05,benign,4032,DoS,False,dos-slowloris,0.8154396414756775,dos-slowloris,0.8074291348457336,0.10902777777777779
mask,0.05,benign,4032,DDoS_Scan,False,portscan,0.9930504560470581,ddos,0.9918502569198608,0.0224702380952381
mask,0.05,benign,4032,BruteForce,False,ssh-patator,0.9971503019332886,ssh-patator,0.9973279237747192,0.0001984126984126984
mask,0.05,benign,4032,WebBot,False,bot,0.8163335919380188,bot,0.8190142512321472,0.06770833333333333
mask,0.05,benign,4032,Tail,False,web-attack-�-sql-injection,0.7284983992576599,web-attack-�-sql-injection,0.7207287549972534,0.07624007936507937
mask,0.05,dos-hulk,380,Benign,False,benign,0.999214231967926,benign,0.9617792367935181,0.0
mask,0.05,dos-hulk,380,DoS,True,dos-hulk,0.9999107718467712,dos-hulk,0.9923627972602844,0.0042105263157894745
mask,0.05,dos-hulk,380,DDoS_Scan,False,portscan,0.9936627149581909,portscan,0.9930013418197632,0.019736842105263157
mask,0.05,dos-hulk,380,BruteForce,False,ssh-patator,0.9971983432769775,ssh-patator,0.9973306655883789,0.0
mask,0.05,dos-hulk,380,WebBot,False,web-attack-�-brute-force,0.6863042116165161,bot,0.7001609206199646,0.08526315789473685
mask,0.05,dos-hulk,380,Tail,False,web-attack-�-sql-injection,0.8001109957695007,web-attack-�-sql-injection,0.7831519842147827,0.039999999999999994
mask,0.05,portscan,290,Benign,False,benign,0.9982419013977051,benign,0.9574576616287231,0.0
mask,0.05,portscan,290,DoS,False,dos-slowloris,0.9486332535743713,dos-slowloris,0.9078682661056519,0.06034482758620689
mask,0.05,portscan,290,DDoS_Scan,True,portscan,0.9999917149543762,portscan,0.9983574748039246,0.001379310344827586
mask,0.05,portscan,290,BruteForce,False,ssh-patator,0.9984034895896912,ssh-patator,0.9983829259872437,0.001379310344827586
mask,0.05,portscan,290,WebBot,False,bot,0.913439929485321,bot,0.9138880968093872,0.01689655172413793
