expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.9314,8596,5272,0.7085,0.7311
2,202121,normgain,0.9492,856,9412,0.7495,0.8495
3,202121,normgain,0.9269,8580,6190,0.7688,0.6933
