expert,regime_rows,anchor_rows,block_rows,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
anchor(shared),0,12761,0,2000,2000,2000,2000,2000,2000,761
1,16463,12761,16463,0,0,0,0,0,16463,0
2,1911867,12761,186000,46430,0,17846,106982,13790,952,0
3,20651,12761,20651,0,20651,0,0,0,0,0
