K,beta,tune_expert_balanced_nll
2,0.0,1.147693
2,0.5,2.301184
2,1.0,5.067268
4,0.0,0.803445
4,0.5,2.101211
4,1.0,5.193232
8,0.0,0.624782
8,0.5,1.760586
8,1.0,4.681671
