class,rows,weight,mean_residual,clipped_rows
benign,1741406,0.1640712234707253,0.013999747261188649,0
bot,20651,13.83544965478187,1.6639405935765215,9
brute_force,57189,4.995965331739391,2.2224670658820087,0
ddos,131673,2.169856585350243,0.5672733192283818,0
dos,30122,9.485075676665465,3.645617960202743,0
infiltration,18707,15.273029483559995,37.83746643316906,9739
web_attacks,252,1132.8433452224517,1370.2813899893079,252
