expert,active_owned_classes,configured_owned_classes,singleton_expert,owned_attack_in_rate (↑),non_owned_attack_false_in_rate (↓),target_non_owned_validation_false_in_rate (↓),unseen_false_in_rate (↓),external_aux_validation_false_in_rate (↓),benign_false_in_rate (diagnostic)
flood,"ddos,dos","ddos,dos",False,0.9699343246240013,0.03131035049513087,0.030202141976000896,0.242805,,0.48427
application,"injection,xss","injection,xss",False,0.9605627253963573,0.02792729414459369,0.03756664142228354,0.616535,,0.5456
stealth_malware,"backdoor,mitm,ransomware","backdoor,mitm,ransomware",False,0.9499261897509197,0.0,0.0,0.24878,,0.07373
benign,benign,benign,True,0.89477,0.021791646396552924,0.01788629731362727,0.627695,,
