class,owner_expert,is_tail,support,xgb_recall,oracle_local_recall,gated_recall,recall_lost_to_gate,wrong_accepted,wrong_rejected,dominant_recall_loss,fp_from_known_count,top_fp_true_class,top_fp_count,fp_from_unseen_count,fp_from_benign_count
ddos,flood,False,100000,0.99554,0.99663,0.99495,0.00168,0.00086,0.00251,local_classifier,1950,injection,1322,48464,37940
xss,application,False,100000,0.99217,0.99517,0.96832,0.02685,0.0037,0.00113,gate,7417,dos,3828,42764,53993
injection,application,False,76356,0.9368222536539368,0.9590994813767091,0.9116113992351617,0.04748808214154749,0.033946251768033946,0.006954266855256954,gate,666,xss,370,80543,567
dos,flood,False,40692,0.8206527081490219,0.9999754251449916,0.9063452275631574,0.09363019758183427,0.0,2.457485500835545e-05,gate,4994,xss,3204,97,10487
backdoor,stealth_malware,True,40678,0.9991150007374994,0.9990166674861104,0.996607502827081,0.002409164659029451,0.0,0.0009833325138895717,gate,0,,0,49756,7373
mitm,stealth_malware,True,1204,0.8729235880398671,0.9858803986710963,0.0,0.9858803986710963,0.0,0.014119601328903655,gate,0,,0,0,0
ransomware,stealth_malware,True,795,0.9622641509433962,0.9962264150943396,0.0,0.9962264150943396,0.0,0.0037735849056603774,gate,0,,0,0,0
