cluster,rows,weighted_mass,mean_residual,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
0,12929,0.24464416976994552,0.42791640160065075,0,0,0,0,0,12929,0
1,61047,0.17895197823488326,0.06629200816269304,6291,14993,14999,14999,9765,0,0
2,8659,0.22751999182127025,0.596034991209229,8659,0,0,0,0,0,0
3,380,0.01746526795953146,7.447168577067443,0,0,0,0,0,0,380
4,2034,0.12023882636317268,1.410968505354219,0,0,0,0,1,2033,0
