expert,class,rows,mean_gain,frac_positive
1,benign,15000,-0.8078044426549901,0.21153333333333332
1,bot,15000,-1.1334766562045887e-05,0.03793333333333333
1,brute_force,15001,-0.14197341740869732,0.0650623291780548
1,ddos,15001,0.0005595357901433055,0.007666155589627358
1,dos,15003,0.06861439393658285,0.42478171032460177
1,infiltration,15000,0.2343349957254079,0.9336666666666666
1,web_attacks,381,7.996124059109044,0.984251968503937
2,benign,15000,-0.04217219507508574,0.5952
2,bot,15000,4.562731141840927e-06,1.0
2,brute_force,15001,0.24418636993215923,0.9998000133324445
2,ddos,15001,0.0007443737946803367,0.7195520298646757
2,dos,15003,-0.8235055494506668,0.2734119842698127
2,infiltration,15000,-0.01705867948381414,0.8109333333333333
2,web_attacks,381,5.171113659906328,0.9763779527559056
3,benign,15000,0.27231239173238825,0.7105333333333334
3,bot,15000,-1.8375019052219766e-06,0.21626666666666666
3,brute_force,15001,0.025872871537647075,0.6712885807612826
3,ddos,15001,0.00030371826486773074,0.0974601693220452
3,dos,15003,-0.025590840640581872,0.0007998400319936012
3,infiltration,15000,-0.9108576886561567,0.396
3,web_attacks,381,5.484975304362061,0.9002624671916011
4,benign,15000,-0.05217611643264317,0.4302
4,bot,15000,4.442237650060905e-06,0.9995333333333334
4,brute_force,15001,0.03790675605371736,0.9915338977401507
4,ddos,15001,0.0007547087240602459,0.5997600159989334
4,dos,15003,-0.03708873390832538,0.16989935346264082
4,infiltration,15000,0.035550355273127734,0.7447333333333334
4,web_attacks,381,8.757077340138299,0.9973753280839895
5,benign,15000,-0.2916115035629659,0.3075333333333333
5,bot,15000,4.563195912783498e-06,1.0
5,brute_force,15001,0.0470588738672128,0.9780014665688954
5,ddos,15001,0.0007296550139204885,0.6980867942137191
5,dos,15003,-0.04731082004692508,0.18962874091848297
5,infiltration,15000,0.11404057653644664,0.7648666666666667
5,web_attacks,381,7.708029085286974,0.994750656167979
