round,expert,coverage,regime_tune_rows,marginal,action
0,3,0.1836,0,,dropped(min-support)
0,4,0.1475,0,,dropped(min-support)
0,8,0.3546,27,,dropped(min-support)
0,1,0.1661,1231,0.2141,kept(prune off)
0,2,0.6858,14464,0.0012,kept(prune off)
0,5,0.2198,2364,0.4184,kept(prune off)
0,6,0.4728,105,0.4065,kept(prune off)
0,7,0.5396,702,0.3457,kept(prune off)
