class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,20000,13753,0,0,6247,0
bot,20000,19932,0,0,68,0
brute_force,20002,19998,0,0,4,0
ddos,20002,17037,0,0,2965,0
dos,20005,12830,0,0,7175,0
infiltration,20000,14665,0,0,5335,0
web_attacks,509,467,0,0,42,0
