class,rows,weight,mean_residual,clipped_rows
benign,15000,0.8607547619047619,0.3644883593537996,55
bot,15000,0.8607547619047619,0.004478107162147108,7
brute_force,14999,0.8607691080565628,0.2576517851550814,0
ddos,14999,0.8607691080565628,0.0009382786694755513,0
dos,14997,0.8607978017948517,0.30756803893571527,1
infiltration,15000,0.8607547619047619,0.5638764165773003,230
web_attacks,380,33.93251360991177,7.447168577067443,159
