class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3490799,0,350,11777,2
bot,41542,41415,0,0,127,0
brute_force,115040,77344,0,0,37696,37668
ddos,264872,233026,5,0,31841,17
dos,60594,22107,8127,0,30360,4439
infiltration,37631,12111,4,0,25516,122
web_attacks,509,233,107,0,169,1
