expert,regime_rows,anchor_rows,block_rows,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
anchor(shared),0,12761,0,2000,2000,2000,2000,2000,2000,761
1,15372,12761,15372,0,0,0,0,0,15372,0
2,20526,12761,20526,0,0,0,0,20526,0,0
3,5950,12761,5950,1266,0,0,0,4480,81,123
4,1915002,12761,186000,136156,0,39579,8137,400,1728,0
5,20695,12761,20695,44,20651,0,0,0,0,0
6,129,12761,129,0,0,0,0,0,0,129
