class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3499396,0,0,3530,0
bot,41542,41416,0,0,126,0
brute_force,115040,37676,0,0,77364,0
ddos,264872,260687,0,0,4185,0
dos,60594,36771,0,0,23823,0
infiltration,37631,10062,0,0,27569,0
web_attacks,509,426,0,0,83,0
