expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.9533,377,9067,0.6775,0.9216
2,202121,normgain,0.9105,927,17156,0.7362,0.9379
