class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,132834,132834,0,3499396,3499396
bot,48,48,0,41416,41416
brute_force,0,0,0,37676,37676
ddos,40,40,0,260687,260687
dos,32,32,0,36771,36771
infiltration,723,723,0,10062,10062
web_attacks,3003,3003,0,426,426
