round,expert,coverage,regime_tune_rows,marginal,action
0,3,0.6572,2,,dropped(min-support)
0,4,0.7001,13,,dropped(min-support)
0,1,0.3423,2339,25.4919,kept(prune off)
0,2,0.8461,83583,0.1164,kept(prune off)
