regime,rows,row_share,top_class,top_share,second_class,second_share,block_dominant_class,block_dominant_share,global_acc,own_acc,best_other_expert,best_other_acc,union_acc,own_minus_global,own_minus_best_other,own_H,own_D
1,65804,0.028966559743419423,benign,0.9369035317002006,injection,0.030119749559297308,injection,0.9472247497725205,0.3551911737888274,0.22755455595404533,7,0.2815482341498997,0.4068445687192268,-0.12763661783478208,-0.05399367819585438,2324,10723
2,110667,0.04871500618693388,injection,0.5905283417821031,backdoor,0.3275592543395954,injection,0.786700104632044,0.9304218963195894,0.9321839392050024,7,0.9332682732883335,0.9600965057334164,0.0017620428854130399,-0.0010843340833310844,1364,1169
3,10263,0.00451771628847355,benign,0.4503556464971256,scanning,0.38487771606742666,scanning,0.9937750111160516,0.6106401636948261,0.5209003215434084,1,0.5494494787099289,0.6083016661794797,-0.08973984215141773,-0.02854915716652051,3457,4378
4,28308,0.012461026278291851,dos,0.6413381376289388,benign,0.1698459799350007,dos,1.0,0.7238943054966794,0.7493641373463332,6,0.8250671188356649,0.8774551363572135,0.02546983184965379,-0.07570298148933163,2475,1754
5,8519,0.0037500170575373846,benign,0.9239347341237234,ransomware,0.07606526587627656,ransomware,1.0,0.07630003521540087,0.07712172790233596,1,0.07723911257189811,0.07759126658058457,0.000821692686935091,-0.00011738466956215388,7,0
6,95387,0.0419888340259794,benign,0.7083564846362712,xss,0.2846614318513005,xss,0.9569888317811184,0.7150240598823739,0.4864499355258054,5,0.5140952121358257,0.6581609653307054,-0.22857412435656854,-0.027645276610020253,26525,48328
7,1952775,0.8596008404193645,benign,0.677488701975394,xss,0.1576817605714944,benign,0.30396236559139783,0.912960274481187,0.9135496921048252,4,0.9084963705496025,0.921970529118818,0.0005894176236381776,0.005053321555222645,23930,22779
