regime,rows,row_share,top_class,top_share,second_class,second_share,block_dominant_class,block_dominant_share,global_acc,own_acc,best_other_expert,best_other_acc,union_acc,own_minus_global,own_minus_best_other,own_H,own_D
1,76017,0.0334622663062354,injection,0.8662536011681597,benign,0.0746938184879698,injection,0.9240912470164729,0.8935632818974703,0.8873146796111396,6,0.8885117802596788,0.9317784179854506,-0.006248602286330618,-0.0011971006485391733,1295,1770
2,10048,0.004423074468145985,benign,0.44386942675159236,scanning,0.3801751592356688,scanning,0.9937750111160516,0.5132364649681529,0.5205015923566879,4,0.540406050955414,0.6015127388535032,0.00726512738853502,-0.019904458598726138,4352,4279
3,47541,0.020927287349734102,dos,0.4666498390862624,benign,0.42878778317662647,dos,1.0,0.5831177299594035,0.5574346353673671,7,0.569929113817547,0.6339159883048316,-0.025683094592036326,-0.012494478450179813,3149,4370
4,40748,0.017937046021896157,benign,0.9300333758712084,injection,0.04132718170216943,injection,0.9408450704225352,0.5920535977225876,0.21188770000981644,7,0.19924904289781092,0.29000196328654165,-0.38016589771277115,0.012638657112005514,2064,17555
5,8544,0.0037610219203661715,benign,0.9240402621722846,ransomware,0.07584269662921349,ransomware,1.0,0.07736423220973783,0.07818352059925093,7,0.07841760299625468,0.0787687265917603,0.0008192883895131037,-0.0002340823970037459,11,4
6,1976859,0.8702024850741046,benign,0.6655477198930222,xss,0.15542838411844243,benign,0.26620967741935486,0.9157689041049463,0.9128314158976437,3,0.9102277906517359,0.9204045407386161,-0.002937488207302552,0.002603625245907848,22764,28571
7,111966,0.04928681885951764,benign,0.7349820481217513,xss,0.25875712269796186,xss,0.9593686393486693,0.7466998910383509,0.519720272225497,1,0.5514620509797618,0.6657199506993194,-0.2269796188128539,-0.03174177875426476,27581,52995
