,expert1,expert2,expert3,expert4,expert5,expert6,expert7,global,union
regime1,0.8873146796111396,0.8767512530091953,0.8807240485680835,0.8868937211413237,0.8854729863056948,0.8885117802596788,0.8788560453582751,0.8935632818974703,0.9317784179854506
regime2,0.5361265923566879,0.5205015923566879,0.527468152866242,0.540406050955414,0.5343351910828026,0.5360270700636943,0.5152269108280255,0.5132364649681529,0.6015127388535032
regime3,0.5547001535516712,0.4865694873898319,0.5574346353673671,0.49330051955154497,0.5672998043793778,0.5360846427294336,0.569929113817547,0.5831177299594035,0.6339159883048316
regime4,0.18899087071758122,0.18258564837538038,0.18864729557278884,0.21188770000981644,0.18820555610091294,0.19021792480612545,0.19924904289781092,0.5920535977225876,0.29000196328654165
regime5,0.07677902621722846,0.07783239700374532,0.07806647940074907,0.07806647940074907,0.07818352059925093,0.07713014981273408,0.07841760299625468,0.07736423220973783,0.0787687265917603
regime6,0.9062720204121791,0.9055127351014918,0.9102277906517359,0.8330477793307464,0.9096920923545888,0.9128314158976437,0.8480711067405414,0.9157689041049463,0.9204045407386161
regime7,0.5514620509797618,0.4833788828751585,0.40824000142900524,0.28931104085168713,0.5452280156476073,0.5449511458835719,0.519720272225497,0.7466998910383509,0.6657199506993194
