expert,active_owned_classes,ood_role,pre_auroc,pre_aupr_id,pre_fpr95,pre_id_retain,pre_ood_detect,post_auroc,post_aupr_id,post_fpr95,post_id_retain,post_ood_detect,auroc_delta,fpr95_delta,ood_detect_delta
flood,"ddos,dos",non_owned_known_attack,0.9177638102342311,0.8621023807507417,0.37762864656634265,0.958313194780087,0.6158485172380287,0.9984495628821799,0.9950330629705104,0.0062532716051317576,0.9630824780371308,0.9927625041923562,0.08068575264794875,-0.37137537496121087,0.37691398695432754
flood,"ddos,dos",unseen,0.9391844328746481,0.9573083947175506,0.24666,0.958313194780087,0.72051,0.9539590151892076,0.9361632962545563,0.13787,0.9630824780371308,0.84229,0.014774582314559415,-0.10879,0.12178
flood,"ddos,dos",target_non_owned_validation,0.8954776415004673,0.887131874567998,0.5322465122072746,0.958313194780087,0.45999937717987044,0.998633724880633,0.9974248345359543,0.005008511875103803,0.9630824780371308,0.9938029397110114,0.10315608338016569,-0.5272380003321708,0.533803562531141
flood,"ddos,dos",external_aux_validation,0.9415685363001473,0.9845451811885304,0.21357904373763326,0.958313194780087,0.7798942736481498,0.9995221476763851,0.9998767526107145,0.001476625025840938,0.9630824780371308,0.9978441274622722,0.05795361137623789,-0.2121024187117923,0.21794985381412246
flood,"ddos,dos",benign_diagnostic,0.9583247732280443,0.9695418704593429,0.20696,0.958313194780087,0.78962,0.9529276334475307,0.921599494627337,0.07843,0.9630824780371308,0.83707,-0.0053971397805135934,-0.12853,0.04744999999999999
flood,"ddos,dos",pooled_attack_out,0.9228757280641913,0.8454591403858464,0.34637367462705804,0.958313194780087,0.640825424250596,0.987832129960913,0.9318736651428915,0.03766290483088444,0.9630824780371308,0.9568530402140165,0.0649564018967217,-0.3087107697961736,0.31602761596342055
flood,"ddos,dos",unseen::xss,0.9391844328746481,0.9573083947175506,0.24666,0.958313194780087,0.72051,0.9539590151892076,0.9361632962545563,0.13787,0.9630824780371308,0.84229,0.014774582314559415,-0.10879,0.12178
probe_access,"scanning,password",non_owned_known_attack,0.8361370916738858,0.7124197482913462,0.38806429877755316,0.978825,0.6119357012224468,0.9180196277505053,0.9253361887672329,0.32997978631244584,0.672785,0.9998113389161614,0.08188253607661944,-0.05808451246510732,0.3878756376937146
probe_access,"scanning,password",unseen,0.958103452425,0.9650138945407967,0.11944,0.978825,0.88056,0.8223254961750001,0.9344173760656171,0.71441,0.672785,0.99966,-0.1357779562499999,0.59497,0.11909999999999998
probe_access,"scanning,password",target_non_owned_validation,0.8594375704749595,0.7905106988593101,0.32412755026913825,0.978825,0.6758724497308617,0.9127681533079193,0.9393914758163652,0.3510631915926332,0.672785,0.9997873071448439,0.05333058283295977,0.026935641323494963,0.3239148574139822
