class,owner_expert,is_tail,support,xgb_recall,oracle_local_recall,gated_recall,recall_lost_to_gate,wrong_accepted,wrong_rejected,dominant_recall_loss,fp_from_known_count,top_fp_true_class,top_fp_count,fp_from_unseen_count,fp_from_benign_count
ddos,flood,False,100000,0.9958,0.99659,0.99084,0.00575,0.001,0.00241,gate,1453,injection,1204,7338,15723
password,probe_access,False,100000,0.99805,0.99998,0.92829,0.07169,0.0,2e-05,gate,48,injection,42,8,786
scanning,probe_access,False,100000,0.99865,0.99933,0.41726,0.58207,2e-05,0.00065,gate,3,injection,3,26,39283
injection,application,False,76356,0.9565194614699565,1.0,0.9543323379957044,0.045667662004295666,0.0,0.0,gate,8026,ddos,4321,52947,35221
dos,flood,False,40692,0.9963383466037551,0.9999262754349749,0.8924112847734198,0.1075149906615551,0.0,7.372456502506635e-05,gate,956,injection,853,8433,570
backdoor,stealth_malware,True,40678,0.9993608338659717,0.9991150007374994,0.99670583607847,0.002409164659029451,0.0,0.0008849992625006146,gate,0,,0,0,0
mitm,stealth_malware,True,1204,0.8172757475083057,0.9875415282392026,0.0,0.9875415282392026,0.0,0.012458471760797342,gate,0,,0,0,0
ransomware,stealth_malware,True,795,0.9610062893081761,0.9949685534591195,0.0,0.9949685534591195,0.0,0.005031446540880503,gate,0,,0,0,0
