expert,active_owned_classes,configured_owned_classes,singleton_expert,owned_attack_in_rate (↑),non_owned_attack_false_in_rate (↓),target_non_owned_validation_false_in_rate (↓),unseen_false_in_rate (↓),external_aux_validation_false_in_rate (↓),benign_false_in_rate (diagnostic)
flood,"ddos,dos","ddos,dos",False,0.9630824780371308,0.007237495807643724,0.0061970602889885405,0.15771,0.0021558725377277695,0.16293
probe_access,"scanning,password","scanning,password",False,0.672785,0.00018866108383867552,0.00021269285515616564,0.00034,0.0013874173856011302,0.40069
application,injection,"injection,xss",True,0.9543323379957044,0.020935443397875154,0.02065451678286618,0.52947,0.007752862595419847,0.35221
stealth_malware,"backdoor,mitm,ransomware","backdoor,mitm,ransomware",False,0.9500199170513391,0.0,0.0,0.0,0.0009775561097256859,0.0
benign,benign,benign,True,0.88945,0.24420468758496927,0.20668188860225223,0.41908,0.12470376246156256,
