expert,regime_rows,anchor_rows,block_rows,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
anchor(shared),0,12761,0,2000,2000,2000,2000,2000,2000,761
1,10942,12761,10942,0,0,0,0,10942,0,0
2,15837,12761,15837,0,0,0,0,0,15837,0
3,120,12761,120,0,0,0,0,0,0,120
4,1909622,12761,186000,60042,0,11018,107041,7899,0,0
5,20651,12761,20651,0,20651,0,0,0,0,0
6,3721,12761,3721,851,0,0,0,0,2870,0
