a,b,agreement
global,e1,0.6639
global,e2,0.6356
global,e3,0.8481
global,e4,0.99
global,e5,0.8549
global,e6,0.6978
e1,e2,0.7789
e1,e3,0.8028
e1,e4,0.6712
e1,e5,0.8006
e1,e6,0.7159
e2,e3,0.7792
e2,e4,0.6426
e2,e5,0.7752
e2,e6,0.8787
e3,e4,0.855
e3,e5,0.9877
e3,e6,0.7138
e4,e5,0.8621
e4,e6,0.7036
e5,e6,0.7158
