verifier_target,helpful_override,harmful_override,net_correction,override_precision,activation_rate,accepted_rate,eval_rows,override_among_calls,rejected_calls,rejected_call_rate,mean_realized_gain_calls,mean_realized_gain_overrides,prior_beta,prior_T,K_selected,tau_pre,tau_post,block_jaccard_max,gain_corr_max,benign_rows,benign_harmful_override
normgain,1356,190,1166,0.8771,0.0428,0.0428,4023114,0.9995,92,0.0005,0.4096,0.409,0.0,1.25,6,0.9964387118816376,0.0,0.0,0.9961,3502926,190
