a,b,gain_pearson_r
e1,e2,0.9899
e1,e3,0.9869
e1,e4,0.9052
e1,e5,0.9961
e1,e6,0.9359
e2,e3,0.9919
e2,e4,0.9132
e2,e5,0.9885
e2,e6,0.9588
e3,e4,0.9178
e3,e5,0.9873
e3,e6,0.9592
e4,e5,0.8965
e4,e6,0.9183
e5,e6,0.9298
