bank,expert,block_rows,residual_regime_rows,identical_to_residual,selector_active
residual,1,10942,10942,True,False
residual,2,15837,15837,True,False
residual,3,120,120,True,False
residual,4,186000,1909622,True,True
residual,5,20651,20651,True,False
residual,6,3721,3721,True,False
