K,beta,tune_expert_balanced_nll
2,0.0,1.511123
2,0.5,2.895941
2,1.0,6.042558
4,0.0,1.198223
4,0.5,2.919147
4,1.0,6.599142
8,0.0,1.16095
8,0.5,3.041308
8,1.0,6.964303
