expert,frac_positive,frac_unique_positive,mean_gain_positive
1,0.6058,0.0003,6.4107
2,0.2033,0.0004,15.9399
3,0.5896,0.0,5.7718
4,0.8132,0.0744,2.7548
5,0.7543,0.0008,5.1902
6,0.0455,0.0,55.2534
