expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.9207,82,15939,0.6677,0.4663
2,202121,normgain,0.9578,786,7747,0.7671,0.6121
3,202121,normgain,0.9183,9230,7283,0.7227,0.3999
4,202121,normgain,0.9274,205,14477,0.8135,0.5917
5,202121,normgain,0.9609,289,7616,0.7913,0.4406
6,202121,normgain,0.972,136,5530,0.6392,0.8233
