class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3498426,0,190,4310,0
bot,41542,41414,0,0,128,0
brute_force,115040,115020,0,0,20,0
ddos,264872,234195,0,0,30677,0
dos,60594,38151,710,0,21733,0
infiltration,37631,10048,646,0,26937,0
web_attacks,509,262,0,0,247,0
