class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,59856,58500,-1356,3498616,3498426
bot,9,9,0,41414,41414
brute_force,21110,21110,0,115020,115020
ddos,15,15,0,234195,234195
dos,13,13,0,38151,38861
infiltration,2311,2501,190,10048,10694
web_attacks,2094,2094,0,262,262
