cluster,rows,weighted_mass,mean_residual,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
0,1894337,0.016699872109697488,0.01961841674123466,1740953,20651,0,131674,0,1059,0
1,21078,0.15644099257599836,16.40664742233591,0,0,0,0,21078,0,0
2,15507,0.28590206517184136,42.534637647712714,0,0,0,0,0,15507,0
3,42173,0.0637891759535289,3.3435758411530183,24,0,39579,0,448,2122,0
4,140,0.0028578831072922886,2358.3488259961264,0,0,0,0,0,0,140
