round,expert,coverage,regime_tune_rows,marginal,action
0,2,0.7568,0,,dropped(min-support)
0,5,0.7504,44,,dropped(min-support)
0,8,0.4658,44,,dropped(min-support)
0,1,0.335,117347,0.0009,kept(prune off)
0,3,0.5176,5177,10.9783,kept(prune off)
0,4,0.6255,4966,6.61,kept(prune off)
0,6,0.7244,74386,0.8888,kept(prune off)
0,7,0.4386,158,6.518,kept(prune off)
