metric,value
energy_threshold,5.327103614807129
energy_scale,1.4921308755874634
temperature,1.0
auroc_ood,0.9316670136754763
aupr_ood,0.967234216722678
fpr95_ood,0.2705
id_retain_at_tau,0.9679
ood_detect_at_tau,0.546980639213276
id_macro_f1,0.9468586985339208
id_weighted_f1,0.9468586985339207
id_accuracy,0.9469
