expert,class,rows,mean_gain,frac_positive
1,benign,100000,-0.07354757731420317,0.0202
1,bot,31156,0.14841563101627164,1.0
1,brute_force,86279,3.317997981590479,0.7721461769376093
1,ddos,100000,0.0368531160700883,0.98082
1,dos,45446,-6.888523925132675,0.6511024072525635
1,infiltration,28224,25.11550824954327,0.9697420634920635
1,web_attacks,381,1516.444603209421,0.8582677165354331
2,benign,100000,-0.18988205039929643,0.0216
2,bot,31156,-0.11141510883557618,0.005648992168442676
2,brute_force,86279,-4.275308170839553,0.0
2,ddos,100000,-0.25117149885684537,0.34632
2,dos,45446,-4.491885114178157,0.5244465959600405
2,infiltration,28224,27.462172995090278,0.941999716553288
2,web_attacks,381,1395.9078810982999,0.989501312335958
3,benign,100000,-0.0746938024890411,0.00085
3,bot,31156,-0.4827902760179204,0.00019257927846963666
3,brute_force,86279,1.0686764317784065,0.6723304628009134
3,ddos,100000,-0.006731806579653939,0.35987
3,dos,45446,0.9415593089751821,0.4737270606874092
3,infiltration,28224,22.707339547262432,0.9384920634920635
3,web_attacks,381,1430.9390512624757,0.7034120734908137
4,benign,100000,-0.08232474426843406,0.00081
4,bot,31156,-2.779102614362323,0.0
4,brute_force,86279,-0.3936701289331551,0.0
4,ddos,100000,-0.7790261741752846,0.00374
4,dos,45446,-1.509006613895159,0.020199797561941644
4,infiltration,28224,22.9954733995879,0.9327522675736961
4,web_attacks,381,895.1227313164916,0.6036745406824147
5,benign,100000,-0.018470801123372644,0.06792
5,bot,31156,-0.39058346095067303,0.00057773783540891
5,brute_force,86279,0.1562135477233957,0.7685763627302125
5,ddos,100000,-0.005105330436657268,0.36453
5,dos,45446,-0.4484044376961165,0.4388945121682876
5,infiltration,28224,2.5253131618776403,0.5355725623582767
5,web_attacks,381,700.8831423203549,0.9186351706036745
