a,b,gain_pearson_r
e1,e2,0.9775
e1,e3,0.9811
e1,e4,0.9527
e1,e5,0.874
e2,e3,0.9896
e2,e4,0.9506
e2,e5,0.9053
e3,e4,0.951
e3,e5,0.8998
e4,e5,0.9005
