a,b,agreement
global,e1,0.8565
global,e2,0.6239
global,e3,0.8661
global,e4,0.8693
global,e5,0.9655
e1,e2,0.7639
e1,e3,0.9751
e1,e4,0.9667
e1,e5,0.837
e2,e3,0.7555
e2,e4,0.7518
e2,e5,0.6053
e3,e4,0.9695
e3,e5,0.8476
e4,e5,0.8489
