cluster,rows,weighted_mass,mean_residual,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
0,40390,0.1936547866612096,5.23385964477839,261,0,38556,0,0,1573,0
1,15905,0.6361963343923526,47.56093796885455,0,0,0,0,0,15905,0
2,112,0.004772169227481502,2895.678900057947,0,0,0,0,0,0,112
3,405,0.002359852700832829,6.360592335789511,0,0,0,405,0,0,0
4,1931287,0.01697915204800134,0.009597030376218629,1740731,20642,18633,131268,18784,1229,0
