class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3496452,0,0,6474,0
bot,41542,41415,0,0,127,0
brute_force,115040,115020,0,0,20,0
ddos,264872,191685,0,0,73187,0
dos,60594,36761,0,0,23833,0
infiltration,37631,10100,0,0,27531,0
web_attacks,509,236,0,0,273,0
