bank,expert,block_rows,residual_regime_rows,identical_to_residual,selector_active
residual,1,40390,40390,True,False
residual,2,15905,15905,True,False
residual,3,112,112,True,False
residual,4,405,405,True,False
residual,5,186000,1931287,True,True
