class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,103748,103748,0,3496452,3496452
bot,4,4,0,41415,41415
brute_force,21110,21110,0,115020,115020
ddos,6,6,0,191685,191685
dos,3,3,0,36761,36761
infiltration,4495,4495,0,10100,10100
web_attacks,2079,2079,0,236,236
