beta,T,tune_balanced_nll
0.0,0.8,0.594182
0.0,1.0,0.639357
0.0,1.25,0.731056
0.5,0.8,1.511381
0.5,1.0,1.417315
0.5,1.25,1.394758
1.0,0.8,3.362087
1.0,1.0,2.878128
1.0,1.25,2.555133
