beta,T,tune_balanced_nll
0.0,0.8,0.882208
0.0,1.0,0.982129
0.0,1.25,1.151851
0.5,0.8,3.405027
0.5,1.0,2.998164
0.5,1.25,2.771682
1.0,0.8,7.906019
1.0,1.0,6.573591
1.0,1.25,5.589978
