beta,T,tune_balanced_nll
0.0,0.8,0.604574
0.0,1.0,0.68619
0.0,1.25,0.825448
0.5,0.8,2.912264
0.5,1.0,2.567595
0.5,1.25,2.373427
1.0,0.8,7.694811
1.0,1.0,6.370819
1.0,1.25,5.388299
