beta,T,tune_balanced_nll
0.0,0.8,1.077006
0.0,1.0,1.087793
0.0,1.25,1.161279
0.5,0.8,3.641983
0.5,1.0,3.133365
0.5,1.25,2.8045
1.0,0.8,7.858271
1.0,1.0,6.498341
1.0,1.25,5.482306
