beta,T,tune_balanced_nll
0.0,0.8,1.187874
0.0,1.0,1.187294
0.0,1.25,1.25835
0.5,0.8,2.27353
0.5,1.0,2.074482
0.5,1.25,1.988251
1.0,0.8,3.936903
1.0,1.0,3.403282
1.0,1.25,3.052179
