beta,T,tune_balanced_nll
0.0,0.8,1.028434
0.0,1.0,1.070081
0.0,1.25,1.180366
0.5,0.8,3.729156
0.5,1.0,3.24187
0.5,1.25,2.941478
1.0,0.8,8.357033
1.0,1.0,6.935709
1.0,1.25,5.87384
