beta,T,tune_balanced_nll
0.0,0.8,0.90914
0.0,1.0,0.953977
0.0,1.25,1.058628
0.5,0.8,3.478335
0.5,1.0,3.010863
0.5,1.25,2.720073
1.0,0.8,7.918369
1.0,1.0,6.555734
1.0,1.25,5.539347
