beta,T,tune_balanced_nll
0.0,0.8,0.760866
0.0,1.0,0.873215
0.0,1.25,1.05206
0.5,0.8,3.201038
0.5,1.0,2.852952
0.5,1.25,2.666808
1.0,0.8,7.831348
1.0,1.0,6.518457
1.0,1.25,5.548009
