beta,T,tune_balanced_nll
0.0,0.8,1.026103
0.0,1.0,1.035728
0.0,1.25,1.098051
0.5,0.8,2.055851
0.5,1.0,1.868491
0.5,1.25,1.778009
1.0,0.8,3.651773
1.0,1.0,3.127182
1.0,1.25,2.776215
