beta,T,tune_balanced_nll
0.0,0.8,0.816254
0.0,1.0,0.944358
0.0,1.25,1.14229
0.5,0.8,3.35227
0.5,1.0,2.989718
0.5,1.25,2.798185
1.0,0.8,8.078178
1.0,1.0,6.72778
1.0,1.25,5.729275
