beta,T,tune_balanced_nll
0.0,0.8,0.598734
0.0,1.0,0.681684
0.0,1.25,0.818969
0.5,0.8,2.925141
0.5,1.0,2.576094
0.5,1.25,2.375618
1.0,0.8,7.720447
1.0,1.0,6.382899
1.0,1.25,5.388374
