cluster,rows,weighted_mass,mean_residual,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
0,15579,0.2838170265108394,42.415995671267986,0,0,0,0,0,15579,0
1,135,0.0027275980421094925,2365.3586919993822,0,0,0,0,0,0,135
2,1894609,0.013507544061198829,0.016044369493870437,1740957,20651,0,131674,0,1327,0
