budget,train_rows,fit_s,macro_f1,tail_f1,weighted_f1,brute_f1,ddos_f1,recall_ftp_bruteforce,recall_ssh_bruteforce
c0,1000000,90.6,0.728331,0.53411,0.974454,0.724554,0.99973,1.0,0.0
c0+ssh50,1000050,79.7,0.756455,0.53426,0.984499,0.915692,0.99974,1.0,0.998355
c0+ssh200,1000200,87.4,0.755935,0.53317,0.984375,0.915404,0.99974,1.0,0.996764
c0+ssh1000,1001000,78.1,0.754106,0.528888,0.984078,0.91587,0.999549,1.0,0.999469
c0+ssh5000,1005000,89.8,0.753529,0.52918,0.983473,0.915874,0.995004,1.0,0.999469
