tau_pre,tau_post,helpful,harmful,accepted,net_gain,feasible,reason
8.21354660729412e-07,0.0,0,0,48536,15453.088705238533,False,"proposal,decided_support"
8.21354660729412e-07,0.25,0,0,20779,7529.698300499405,False,"proposal,decided_support"
8.21354660729412e-07,0.5,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
8.21354660729412e-07,1.0,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
8.21354660729412e-07,2.0,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
8.21354660729412e-07,4.0,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
8.21354660729412e-07,8.0,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
7.238972466439009e-05,0.0,0,0,39632,13543.840790295533,False,"proposal,decided_support"
7.238972466439009e-05,0.25,0,0,16301,6439.912781477044,False,"proposal,decided_support"
7.238972466439009e-05,0.5,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
7.238972466439009e-05,1.0,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
7.238972466439009e-05,2.0,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
7.238972466439009e-05,4.0,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
7.238972466439009e-05,8.0,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
0.0006766549195162952,0.0,0,0,33325,11925.450603417723,False,"proposal,decided_support"
0.0006766549195162952,0.25,0,0,12705,5422.128295902481,False,"proposal,decided_support"
0.0006766549195162952,0.5,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
0.0006766549195162952,1.0,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
0.0006766549195162952,2.0,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
0.0006766549195162952,4.0,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
0.0006766549195162952,8.0,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
0.006344344932585955,0.0,0,0,29694,11166.835752889745,False,"proposal,decided_support"
0.006344344932585955,0.25,0,0,11645,5081.441587693796,False,"proposal,decided_support"
0.006344344932585955,0.5,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
0.006344344932585955,1.0,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
0.006344344932585955,2.0,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
0.006344344932585955,4.0,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
0.006344344932585955,8.0,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
0.025122852995991707,0.0,0,0,26765,10601.357985458792,False,decided_support
0.025122852995991707,0.25,0,0,10995,4900.153981052968,False,decided_support
0.025122852995991707,0.5,0,0,0,0.0,False,"accepted_support,decided_support"
0.025122852995991707,1.0,0,0,0,0.0,False,"accepted_support,decided_support"
0.025122852995991707,2.0,0,0,0,0.0,False,"accepted_support,decided_support"
0.025122852995991707,4.0,0,0,0,0.0,False,"accepted_support,decided_support"
0.025122852995991707,8.0,0,0,0,0.0,False,"accepted_support,decided_support"
0.10146711021661758,0.0,0,0,24381,9963.403320803249,False,decided_support
0.10146711021661758,0.25,0,0,10470,4737.439813417469,False,decided_support
0.10146711021661758,0.5,0,0,0,0.0,False,"accepted_support,decided_support"
0.10146711021661758,1.0,0,0,0,0.0,False,"accepted_support,decided_support"
0.10146711021661758,2.0,0,0,0,0.0,False,"accepted_support,decided_support"
0.10146711021661758,4.0,0,0,0,0.0,False,"accepted_support,decided_support"
0.10146711021661758,8.0,0,0,0,0.0,False,"accepted_support,decided_support"
0.26714861392974854,0.0,0,0,21649,9169.204245109217,False,decided_support
0.26714861392974854,0.25,0,0,9888,4569.928440973819,False,decided_support
0.26714861392974854,0.5,0,0,0,0.0,False,"accepted_support,decided_support"
0.26714861392974854,1.0,0,0,0,0.0,False,"accepted_support,decided_support"
0.26714861392974854,2.0,0,0,0,0.0,False,"accepted_support,decided_support"
0.26714861392974854,4.0,0,0,0,0.0,False,"accepted_support,decided_support"
0.26714861392974854,8.0,0,0,0,0.0,False,"accepted_support,decided_support"
