class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,70191,67794,-2397,3500459,3500400
bot,4,4,0,41400,41400
brute_force,21110,21110,0,115020,115020
ddos,8,8,0,223433,225623
dos,16,16,0,38865,38865
infiltration,398,457,59,9787,9994
web_attacks,2191,2191,0,232,232
