K,beta,tune_expert_balanced_nll
2,0.0,1.660584
2,0.5,3.358092
2,1.0,6.87835
4,0.0,1.197577
4,0.5,2.751807
4,1.0,6.147722
8,0.0,0.845345
8,0.5,2.188942
8,1.0,5.361063
